ID	LG_ID	DOCULECT	LG_FILEPATHPART	GLOTTOCODE	LONGITUDE	LATITUDE	STUDYIX	FAMILYIX	COGID	IXMORPHINSTANCE	CONCEPT	CONCEPTICON_ID	IPA	TOKENS	ALIGNMENT	SPELLINGALTV1
1	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	three	0	θrejez		0	þrejez
2	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	four	0	fewoːrez		0	fedwōrez
3	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	hundred	0	xundaradan		0	xunda-radan
4	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	red	0	raudaz		0	raudaz
5	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	green	0	ɡroːniz		0	grōniz
6	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	sharp	0	skarpaz		0	skarpaz
7	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	warm	0	warmaz		0	warmaz
8	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	sore	0	sairaz		0	sairaz
9	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	better	0	batizoːn		0	batizōn
10	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	right	0	rextaz		0	rextaz
11	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	ear	0	auzoːn		0	auzōn
12	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	liver	0	libaroː		0	lib(a)rō
13	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	mother	0	moːdeːr		0	mōdēr
14	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	father	0	fadeːr		0	fadēr
15	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	daughter	0	duxteːr		0	duxtēr
16	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	brother	0	broːθeːr		0	brōþēr
17	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	horn	0	xurnan		0	xurnan
18	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	north	0	nurθaz		0	nurþaz
19	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	earth	0	erθoː		0	erþō
20	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	thorn	0	θurnuz		0	þurnuz²
21	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	rain	0	reɡnan		0	regnan²
22	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	storm	0	sturmaz		0	sturmaz
23	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	hunger	0	xunɡruz		0	xungruz²
24	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	corn	0	kurnan		0	kurnan
25	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	ring	0	xrenɡaz		0	xrengaz
26	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	is	0	esti		0	esti
27	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	drink!	0	drenk		0	drenk!
28	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	hear!	0	xauziː		0	xauzī!
29	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	swear!	0	swari		0	swari!
30	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	over	0	uberi		0	uberi
31	11002000000	Proto-Germanic	Gmc_A_Hist_ProtoGermanic		12.04376	56.21281	1	1	1	0	year	0	jeːran		0	jēran
32	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	three	0	θriˑe		0	þrīe
33	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	four	0	ˈfeˑowëɻ		0	
34	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	hundred	0	ˈhundrëd		0	
35	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	red	0	ræˑɑd		0	
36	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	green	0	ˈɡreːnë		0	
37	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	sharp	0	ʃæɑɻp		0	
38	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	warm	0	wæɑɻm		0	
39	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	sore	0	sɑːɻ		0	
40	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	better	0	betːrë		0	
41	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	right	0	riçt		0	
42	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	ear	0	ˈæˑɑrë		0	
43	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	liver	0	ˈleovrë		0	
44	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	mother	0	ˈmoːdoɻ		0	
45	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	father	0	ˈfædëɻ		0	
46	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	daughter	0	ˈdoxtoɻ		0	
47	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	brother	0	ˈbroːðoɻ		0	
48	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	horn	0	hoɹn		0	
49	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	north	0	noɻθ		0	
50	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	earth	0	ˈeoɻðë		0	
51	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	thorn	0	θoɻn		0	
52	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	rain	0	ˈrejën		0	
53	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	storm	0	stoɻm		0	
54	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	hunger	0	ˈhuŋɡoɻ		0	
55	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	corn	0	kʰoɻn		0	
56	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	ring	0	hriŋɡ		0	
57	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	is	0	is		0	
58	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	drink!	0	drɪŋk		0	
59	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	hear!	0	hiˑer		0	hīer
60	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	swear!	0	swer		0	
61	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	over	0	ˈovëɻ		0	
62	11112770000	Old Engl.: West Saxon	Gmc_W_Eng_Hist_OE_WSx		-1.3085	51.0632	1	1	1	0	year	0	jæˑɑɻ		0	
63	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	three	0	θre̝ː		0	
64	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	three	0	θri̞ː		0	
65	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	four	0	foːɻ		0	
66	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hundred	0	ˈhɤndrəd		0	
67	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hundred	0	ˈɤndrəd		0	
68	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	red	0	rɛd		0	
69	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	green	0	ɡre̝ːn		0	
70	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	green	0	ɡri̞ːn		0	
71	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	sharp	0	ʃaɻp		0	
72	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	warm	0	wɑɻm		0	
73	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	sore	0	soːɻ		0	
74	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	sore	0	sɔ̝ːɻ		0	
75	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	better	0	ˈbɛtəɻ		0	
76	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	right	0	rəɪt		0	
77	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	ear	0	iːɻ		0	
78	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	liver	0	ˈlɪvəɻ		0	
79	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	mother	0	ˈmɤðəɻ		0	
80	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	father	0	ˈfaðəɻ		0	
81	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	daughter	0	ˈdɑːtəɻ		0	
82	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	brother	0	ˈbɹɤðəɻ		0	
83	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	horn	0	hɒɻn		0	
84	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	horn	0	ɒɻn		0	
85	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	north	0	nɒɻθ		0	
86	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	earth	0	aɻθ		0	
87	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	thorn	0	θɒɻn		0	
88	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	rain	0	reːn		0	
89	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	storm	0	stɒɻm		0	
90	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hunger	0	ˈhɤŋɡəɻ		0	
91	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hunger	0	ˈɤŋɡəɻ		0	
92	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	corn	0	kʰɒɻn		0	
93	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	ring	0	rɪŋ		0	
94	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	is	0	ɪz		0	
95	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	drink!	0	drɪŋk		0	
96	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hear!	0	hiːɻ		0	
97	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	hear!	0	iːɻ		0	
98	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	swear!	0	swɛːɻ		0	
99	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	over	0	ˈoːvəɻ		0	
100	11112370000	E Mod: Shakespeare	Gmc_W_Eng_Hist_EMod_Shakespeare		-1.708	52.1939	1	1	1	0	year	0	jiːɻ		0	
101	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	three	0	θriːɑ		0	thria
102	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	four	0	fjuːwər		0	fiūwer
103	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	hundred	0	hundrəd		0	hundred
104	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	red	0	raːd		0	rād
105	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	green	0	ɡreːnə		0	grēne
106	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	sharp	0	skɛrp		0	skerp
107	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	warm	0	wɑrm		0	warm
108	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	sore	0	sɛːr		0	sēr
109	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	better	0	bɛtərɑ		0	betera
110	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	right	0	rjuχt		0	riucht
111	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	ear	0	aːrə		0	āre
112	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	liver	0	liwərə		0	livere
113	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	mother	0	moːdər		0	mōder
114	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	father	0	fɛdər		0	feder
115	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	daughter	0	doχtər		0	dochter
116	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	brother	0	broːðər		0	brōther
117	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	horn	0	horn		0	horn
118	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	north	0	norθ		0	north
119	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	earth	0	ɛrðə		0	erthe
120	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	thorn	0	θorn		0	thorn(en)
121	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	rain	0	rɛjn		0	rein
122	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	storm	0	..		0	
123	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	hunger	0	huŋɡər		0	hunger
124	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	corn	0	korn		0	korn
125	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	ring	0	ˣriŋɡ		0	hring
126	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	is	0	ɪs		0	is
127	11122700000	Old Frisian	Gmc_W_Fri_Hist_OFri	oldf1241	4.75	53.5	1	1	1	0	drink!	0	driŋkɑ		0	drinka
